-1,-1,-1,-1,16,17,17,17,17,17,17,17,17,17,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,-1,-1,52,8
-1,-1,-1,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,-1,-1,-1,8
-1,-1,-1,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,48,0,1,1,1,1,1,1,1,26
-1,-1,-1,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,48,16,17,17,17,17,17,17,17,17
-1,-1,-1,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,-1,-1,-1,-1
54,54,54,54,54,54,54,54,48,54,54,54,54,54,48,54,54,54,54,54,48,54,54,54,54,54,54,54,54,54
-1,-1,-1,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,1,1,2,-1,-1,-1,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,0,1,1,1,1
9,9,9,9,10,-1,-1,-1,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,8,9,9,9,9
17,17,17,17,18,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,2,-1,-1,-1,-1,16,17,17,17,17
