-1,-1,-1,-1,-1,-1,0,2,-1,-1,-1,-1,8,10,-1,-1,-1,-1,-1,-1,48,48,48,48,48,-1,-1,-1,8,9
-1,-1,-1,-1,-1,-1,8,10,-1,-1,-1,-1,8,10,-1,-1,-1,-1,-1,-1,48,48,48,48,48,-1,-1,-1,8,9
-1,-1,-1,-1,-1,-1,8,10,-1,-1,-1,-1,8,10,-1,-1,-1,-1,-1,-1,48,48,48,48,48,-1,-1,52,8,9
-1,-1,-1,-1,-1,-1,16,18,-1,-1,-1,-1,8,10,-1,-1,-1,0,1,1,1,1,1,1,2,54,54,54,8,9
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,10,54,54,54,16,17,17,17,17,17,40,10,54,54,54,8,9
-1,-1,-1,-1,-1,-1,0,2,-1,-1,-1,52,8,10,-1,-1,-1,48,-1,-1,-1,-1,-1,8,10,54,54,54,8,9
1,1,1,1,2,-1,8,24,1,1,2,-1,8,10,-1,-1,-1,48,-1,-1,-1,-1,-1,8,10,54,54,54,8,9
42,17,17,17,18,-1,8,9,9,9,10,-1,8,10,-1,-1,-1,48,-1,-1,-1,-1,-1,8,10,54,54,54,8,9
10,54,54,54,54,54,8,9,9,9,10,-1,8,10,-1,-1,-1,48,-1,-1,-1,-1,-1,8,10,-1,-1,-1,8,9
10,54,54,54,54,54,8,9,9,9,10,-1,8,9,1,1,1,1,1,2,-1,-1,-1,8,10,-1,-1,-1,8,9
10,54,54,54,54,54,8,9,9,9,10,-1,8,9,9,9,42,17,17,18,54,54,54,8,10,-1,-1,-1,8,9
10,54,54,54,54,54,8,42,17,17,18,-1,16,17,17,17,18,48,48,-1,-1,-1,-1,8,10,-1,-1,-1,8,9
10,54,54,54,54,54,8,10,55,55,55,55,55,55,55,55,55,48,48,-1,-1,-1,-1,8,10,-1,-1,-1,8,9
10,54,54,54,54,54,16,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,48,-1,-1,-1,-1,8,10,-1,-1,-1,8,9
10,-1,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,26,10,-1,-1,-1,8,9
10,-1,-1,-1,-1,-1,-1,48,-1,-1,-1,0,26,9,9,9,9,9,9,9,9,9,9,9,10,-1,-1,-1,16,17
10,-1,-1,-1,-1,-1,-1,48,-1,0,1,26,9,9,9,9,9,9,9,9,9,9,9,9,10,-1,-1,-1,-1,-1
10,-1,-1,-1,-1,-1,-1,48,-1,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,-1,-1,-1,-1,-1
24,1,1,1,1,1,1,1,1,26,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,-1,-1,-1,-1,-1
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,24,1,1,1,1,1
